item_name,category_name,records_json
民族乐器制作技艺（宏音斋笙管制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""北京市海淀区"", ""保护单位"": ""北京宏音斋民族文化发展中心""}]"
民族乐器制作技艺（蒙古族拉弦乐器制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""内蒙古自治区科尔沁右翼中旗"", ""保护单位"": ""科尔沁右翼中旗文化馆""}]"
民族乐器制作技艺（马头琴制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""吉林省前郭尔罗斯蒙古族自治县"", ""保护单位"": ""前郭尔罗斯蒙古族自治县文化工作总站（前郭县非物质文化遗产保护中心）""}]"
民族乐器制作技艺（上海民族乐器制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""上海市闵行区"", ""保护单位"": ""上海民族乐器一厂有限公司""}]"
民族乐器制作技艺（苗族芦笙制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""贵州省凯里市"", ""保护单位"": ""凯里市非物质文化遗产保护中心""}]"
民族乐器制作技艺（傣族象脚鼓制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""云南省临沧市临翔区"", ""保护单位"": ""临沧市临翔区文化馆""}]"
民族乐器制作技艺（扎念琴制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""西藏自治区拉孜县"", ""保护单位"": ""拉孜县文化和旅游局（拉孜县文物局）""}]"
民族乐器制作技艺（京胡制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""北京市西城区"", ""保护单位"": ""北京市西城区非物质文化遗产保护中心""}]"
民族乐器制作技艺（坛下乡铜锣传统制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""湖南省衡阳市耒阳市"", ""保护单位"": ""耒阳市坛下冬元锣鼓厂""}]"
花丝镶嵌制作技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京市通州区"", ""保护单位"": ""北京东方艺珍花丝镶嵌厂""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省大厂回族自治县"", ""保护单位"": ""大厂回族自治县良盛达花丝镶嵌特艺有限公司""}]"
金漆镶嵌髹饰技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京市"", ""保护单位"": ""北京金漆镶嵌有限责任公司""}]"
漆器髹饰技艺（徽州漆器髹饰技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省黄山市屯溪区"", ""保护单位"": ""黄山市徽漆工艺有限公司""}]"
漆器髹饰技艺（重庆漆器髹饰技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""重庆市"", ""保护单位"": ""重庆市文化研究院（重庆市非物质文化遗产保护中心、重庆市文化行业特有工种职业技能鉴定站）""}]"
漆器髹饰技艺（绛州剔犀技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山西省新绛县"", ""保护单位"": ""新绛县绛州漆器研究所""}]"
漆器髹饰技艺（鄱阳脱胎漆器髹饰技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""江西省鄱阳县"", ""保护单位"": ""鄱阳县文化馆""}]"
漆器髹饰技艺（潍坊嵌银髹漆技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山东省潍坊市"", ""保护单位"": ""齐鲁文化（潍坊）生态保护区服务中心（潍坊市文化馆、潍坊市文化遗产保护中心）""}]"
漆器髹饰技艺（楚式漆器髹饰技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖北省荆州市"", ""保护单位"": ""荆州市群众艺术馆（荆州市艺术研究所）""}]"
漆器髹饰技艺（阳江漆器髹饰技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""广东省阳江市"", ""保护单位"": ""阳江漆艺院有限公司""}]"
漆器髹饰技艺（稷山螺钿漆器髹饰技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""山西省稷山县"", ""保护单位"": ""稷山螺钿漆器研究中心""}]"
彝族漆器髹饰技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省喜德县"", ""保护单位"": ""凉山彝族自治州民政民族工艺厂""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""贵州省大方县"", ""保护单位"": ""大方县文化遗产保护中心""}]"
纸笺加工技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省巢湖市"", ""保护单位"": ""安徽省掇英轩书画用品有限公司""}]"
宣笔制作技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省宣城市"", ""保护单位"": ""宣城市书画院""}]"
楮皮纸制作技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""陕西省西安市长安区"", ""保护单位"": ""西安市长安区文化馆""}]"
白沙茅龙笔制作技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省江门市"", ""保护单位"": ""江门市文化馆（江门市非物质文化遗产保护中心、江门市艺术研究室）""}]"
砚台制作技艺（易水砚制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省易县"", ""保护单位"": ""河北易水砚有限公司""}]"
砚台制作技艺（澄泥砚制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省新绛县"", ""保护单位"": ""新绛县绛州澄泥砚研究中心""}]"
砚台制作技艺（洮砚制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""甘肃省卓尼县"", ""保护单位"": ""卓尼县洮砚开发协会""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""甘肃省岷县"", ""保护单位"": ""岷县文化馆""}]"
砚台制作技艺（贺兰砚制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""宁夏回族自治区银川市"", ""保护单位"": ""银川市文化艺术馆（银川市群众艺术馆）""}]"
砚台制作技艺（松花石砚制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""辽宁省本溪市"", ""保护单位"": ""本溪市文化事业发展服务中心""}]"
砚台制作技艺（潭柘紫石砚雕刻技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""北京市门头沟区"", ""保护单位"": ""北京潭柘紫石砚有限公司""}]"
砚台制作技艺（修水贡砚制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""江西省九江市修水县"", ""保护单位"": ""修水县品升砚台有限公司""}]"
砚台制作技艺（石城砚制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""江西省赣州市石城县"", ""保护单位"": ""江西省石城县文化馆""}]"
砚台制作技艺（思州石砚制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""贵州省黔东南苗族侗族自治州岑巩县"", ""保护单位"": ""岑巩县非物质文化遗产保护中心""}]"
印泥制作技艺（上海鲁庵印泥）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""上海市静安区"", ""保护单位"": ""上海市静安区文物史料馆（中国劳动组合书记部旧址陈列馆）""}]"
印泥制作技艺（漳州八宝印泥）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""福建省漳州市"", ""保护单位"": ""漳州市八宝印泥厂""}]"
木活字印刷技术,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省瑞安市"", ""保护单位"": ""瑞安市活字印刷协会""}]"
装裱修复技艺（古字画装裱修复技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京市荣宝斋"", ""保护单位"": ""荣宝斋""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""故宫博物院"", ""保护单位"": ""故宫博物院""}]"
装裱修复技艺（古籍修复技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""国家图书馆"", ""保护单位"": ""国家图书馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""中国书店"", ""保护单位"": ""中国书店有限责任公司""}]"
装裱修复技艺（苏州书画装裱修复技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""江苏省苏州市"", ""保护单位"": ""苏州博物馆（苏州民俗博物馆、苏州工艺美术博物馆）""}]"
装裱修复技艺（天津古籍修复技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""天津市"", ""保护单位"": ""天津图书馆（天津市少年儿童图书馆、天津市古籍保护中心）""}]"
装裱修复技艺（天一阁古籍修复技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""浙江省宁波市"", ""保护单位"": ""宁波市天一阁博物院（宁波市保国寺古建筑博物馆）""}]"
传统木船制造技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省兴化市"", ""保护单位"": ""兴化市竹泓木船文化产业有限公司""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省舟山市普陀区"", ""保护单位"": ""浙江岑家木船文化发展有限公司""}]"
水密隔舱福船制造技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""福建省晋江市"", ""保护单位"": ""晋江市文化馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""福建省宁德市蕉城区"", ""保护单位"": ""宁德市蕉城区水密隔舱福船研究会""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""福建省泉州市泉港区"", ""保护单位"": ""泉州市泉港区文化馆""}]"
龙舟制作技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省东莞市"", ""保护单位"": ""东莞市中堂镇文化服务中心（东莞市中堂镇体育管理服务中心）""}]"
伞制作技艺（西湖绸伞）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省杭州市"", ""保护单位"": ""杭州宋记绸伞有限公司""}]"
伞制作技艺（油纸伞制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省泸州市江阳区"", ""保护单位"": ""泸州市江阳区分水伞厂""}]"
伞制作技艺（甲路纸伞制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""江西省上饶市婺源县"", ""保护单位"": ""婺源县文化馆""}]"
藏香制作技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""西藏自治区尼木县"", ""保护单位"": ""尼木县文化和旅游局（尼木县文物局）""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""西藏自治区墨竹工卡县"", ""保护单位"": ""西藏拉萨市墨竹工卡县直孔替寺管理委员会""}]"
藏香制作技艺（敏珠林寺藏香制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""西藏自治区山南市"", ""保护单位"": ""西藏扎囊县文化局（西藏扎囊县文物局）""}]"
贝叶经制作技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省西双版纳傣族自治州"", ""保护单位"": ""西双版纳傣族自治州文化馆""}]"
土碱烧制技艺,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆生产建设兵团"", ""保护单位"": ""新疆生产建设兵团第六师五家渠市文化体育广电和旅游局""}]"
蒸馏酒传统酿造技艺（北京二锅头酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京红星股份有限公司"", ""保护单位"": ""北京红星股份有限公司""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京顺鑫农业股份有限公司"", ""保护单位"": ""北京顺鑫农业股份有限公司牛栏山酒厂""}]"
蒸馏酒传统酿造技艺（衡水老白干传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省衡水市"", ""保护单位"": ""河北衡水老白干酒业股份有限公司""}]"
蒸馏酒传统酿造技艺（山庄老酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省平泉县"", ""保护单位"": ""承德避暑山庄企业集团股份有限公司""}]"
蒸馏酒传统酿造技艺（板城烧锅酒传统五甑酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省承德县"", ""保护单位"": ""承德乾隆醉酒业有限责任公司""}]"
蒸馏酒传统酿造技艺（梨花春白酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省朔州市"", ""保护单位"": ""山西梨花春酿酒集团有限公司""}]"
蒸馏酒传统酿造技艺（老龙口白酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""辽宁省沈阳市"", ""保护单位"": ""沈阳天江老龙口酿造有限公司""}]"
蒸馏酒传统酿造技艺（大泉源酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""吉林省通化县"", ""保护单位"": ""吉林省大泉源酒业有限公司""}]"
蒸馏酒传统酿造技艺（宝丰酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省宝丰县"", ""保护单位"": ""宝丰酒业有限公司""}]"
蒸馏酒传统酿造技艺（五粮液酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省宜宾市"", ""保护单位"": ""四川省宜宾五粮液集团有限公司""}]"
蒸馏酒传统酿造技艺（水井坊酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省成都市"", ""保护单位"": ""水井坊股份有限公司""}]"
蒸馏酒传统酿造技艺（剑南春酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省绵竹市"", ""保护单位"": ""四川剑南春集团有限责任公司""}]"
蒸馏酒传统酿造技艺（古蔺郎酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省古蔺县"", ""保护单位"": ""四川省古蔺郎酒厂有限公司""}]"
蒸馏酒传统酿造技艺（沱牌曲酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省射洪县"", ""保护单位"": ""舍得酒业股份有限公司""}]"
蒸馏酒传统酿造技艺（洋河酒酿造技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""江苏省宿迁市"", ""保护单位"": ""江苏洋河酒厂股份有限公司""}]"
蒸馏酒传统酿造技艺（古井贡酒酿造技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""安徽省亳州市"", ""保护单位"": ""安徽古井集团有限责任公司""}]"
蒸馏酒传统酿造技艺（景芝酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""山东省潍坊市安丘市"", ""保护单位"": ""山东景芝白酒有限公司""}]"
蒸馏酒传统酿造技艺（董酒酿制技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""贵州省遵义市汇川区"", ""保护单位"": ""贵州董酒股份有限公司""}]"
蒸馏酒传统酿造技艺（西凤酒酿造技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""陕西省宝鸡市凤翔区"", ""保护单位"": ""陕西西凤酒股份有限公司""}]"
蒸馏酒传统酿造技艺（青海青稞酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""青海省海东市互助土族自治县"", ""保护单位"": ""青海互助青稞酒股份有限公司""}]"
酿造酒传统酿造技艺（封缸酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省金坛市"", ""保护单位"": ""常州市金坛区非物质文化遗产保护中心（常州市金坛区书画院）""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省丹阳市"", ""保护单位"": ""江苏省丹阳酒厂有限公司""}]"
酿造酒传统酿造技艺（金华酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省金华市"", ""保护单位"": ""金华酒行业协会""}]"
酿造酒传统酿造技艺（刘伶醉酒酿造技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""河北省保定市徐水区"", ""保护单位"": ""刘伶醉酿酒股份有限公司""}]"
酿造酒传统酿造技艺（红粬黄酒酿造技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""福建省宁德市屏南县"", ""保护单位"": ""福建惠泽龙酒业股份有限公司""}]"
配制酒传统酿造技艺（菊花白酒传统酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京仁和酒业有限责任公司"", ""保护单位"": ""北京仁和酒业有限责任公司""}]"
花茶制作技艺（张一元茉莉花茶制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京张一元茶叶有限责任公司"", ""保护单位"": ""北京张一元茶叶有限责任公司""}]"
花茶制作技艺（吴裕泰茉莉花茶制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""北京市东城区"", ""保护单位"": ""北京吴裕泰茶业股份有限公司""}]"
花茶制作技艺（福州茉莉花茶窨制工艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""福建省福州市仓山区"", ""保护单位"": ""福州海峡茶业交流协会""}]"
绿茶制作技艺（西湖龙井）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省杭州市"", ""保护单位"": ""杭州市西湖区龙井茶产业协会""}]"
绿茶制作技艺（婺州举岩）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省金华市"", ""保护单位"": ""浙江采云间茶业有限公司""}]"
绿茶制作技艺（黄山毛峰）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省黄山市徽州区"", ""保护单位"": ""谢裕大茶业股份有限公司""}]"
绿茶制作技艺（太平猴魁）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省黄山市黄山区"", ""保护单位"": ""黄山区茶业协会""}]"
绿茶制作技艺（六安瓜片）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省六安市裕安区"", ""保护单位"": ""六安市裕安区茶叶产业协会""}]"
绿茶制作技艺（碧螺春制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""江苏省苏州市吴中区"", ""保护单位"": ""苏州市吴中区洞庭山碧螺春茶业协会""}]"
绿茶制作技艺（紫笋茶制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省长兴县"", ""保护单位"": ""长兴县紫笋茶文化研究会""}]"
绿茶制作技艺（安吉白茶制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省安吉县"", ""保护单位"": ""安吉白茶小镇茶产业商会""}]"
绿茶制作技艺（赣南客家擂茶制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江西省全南县"", ""保护单位"": ""全南县文化馆""}]"
绿茶制作技艺（婺源绿茶制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江西省婺源县"", ""保护单位"": ""婺源县文化馆""}]"
绿茶制作技艺（信阳毛尖茶制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河南省信阳市"", ""保护单位"": ""信阳市茶叶商会""}]"
绿茶制作技艺（恩施玉露制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省恩施市"", ""保护单位"": ""恩施玉露茶产业协会""}]"
绿茶制作技艺（都匀毛尖茶制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""贵州省都匀市"", ""保护单位"": ""都匀市文物保护研究中心""}]"
绿茶制作技艺（雨花茶制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""江苏省南京市"", ""保护单位"": ""南京盛峰茶业有限公司""}]"
绿茶制作技艺（蒙山茶传统制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""四川省雅安市"", ""保护单位"": ""雅安市名山区非物质文化遗产保护中心""}]"
红茶制作技艺（祁门红茶制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省祁门县"", ""保护单位"": ""祁门县祁门红茶协会""}]"
红茶制作技艺（滇红茶制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""云南省凤庆县"", ""保护单位"": ""云南滇红集团股份有限公司""}]"
红茶制作技艺（坦洋工夫茶制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""福建省宁德市福安市"", ""保护单位"": ""福安市茶业协会""}]"
红茶制作技艺（宁红茶制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""江西省九江市修水县"", ""保护单位"": ""江西省宁红有限责任公司""}]"
乌龙茶制作技艺（铁观音制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""福建省安溪县"", ""保护单位"": ""安溪县茶文化研究中心""}]"
乌龙茶制作技艺（漳平水仙茶制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""福建省龙岩市"", ""保护单位"": ""漳平市文化馆""}]"
普洱茶制作技艺（贡茶制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省宁洱哈尼族彝族自治县"", ""保护单位"": ""宁洱哈尼族彝族自治县文化馆""}]"
普洱茶制作技艺（大益茶制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省勐海县"", ""保护单位"": ""勐海茶厂（普通合伙）""}]"
黑茶制作技艺（千两茶制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省安化县"", ""保护单位"": ""安化县文化馆""}]"
黑茶制作技艺（茯砖茶制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省益阳市"", ""保护单位"": ""益阳茶厂有限公司""}]"
黑茶制作技艺（南路边茶制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省雅安市"", ""保护单位"": ""雅安市非物质文化遗产和茶马古道研究保护中心""}]"
黑茶制作技艺（下关沱茶制作技艺）,传统技艺,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""云南省大理白族自治州"", ""保护单位"": ""云南下关沱茶（集团）股份有限公司""}]"
黑茶制作技艺（赵李桥砖茶制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省赤壁市"", ""保护单位"": ""湖北省赵李桥茶厂有限责任公司""}]"
黑茶制作技艺（六堡茶制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""广西壮族自治区苍梧县"", ""保护单位"": ""苍梧县文化馆""}]"
黑茶制作技艺（长盛川青砖茶制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""湖北省宜昌市伍家岗区"", ""保护单位"": ""鑫鼎生物科技有限公司""}]"
黑茶制作技艺（咸阳茯茶制作技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""陕西省咸阳市"", ""保护单位"": ""咸阳市群众艺术馆""}]"
晒盐技艺（海盐晒制技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省象山县"", ""保护单位"": ""宁波信丰泰盐业科技有限公司""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""海南省儋州市"", ""保护单位"": ""儋州市文化馆""}]"
晒盐技艺（井盐晒制技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""西藏自治区芒康县"", ""保护单位"": ""西藏自治区昌都市芒康县文化局""}]"
晒盐技艺（淮盐制作技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江苏省连云港市"", ""保护单位"": ""连云港市工业投资集团有限公司""}]"
晒盐技艺（卤水制盐技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""山东省寿光市"", ""保护单位"": ""山东夙沙生态发展有限公司""}]"
晒盐技艺（运城河东制盐技艺）,传统技艺,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""山西省运城市"", ""保护单位"": ""山西焦煤运城盐化集团有限责任公司""}]"
酱油酿造技艺（钱万隆酱油酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""上海市浦东新区"", ""保护单位"": ""上海钱万隆酿造厂""}]"
酱油酿造技艺（先市酱油酿造技艺）,传统技艺,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""四川省合江县"", ""保护单位"": ""合江县先市酿造食品有限公司""}]"
豆瓣传统制作技艺（郫县豆瓣传统制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省郫县"", ""保护单位"": ""成都市郫都区食品工业协会""}]"
豆豉酿制技艺（永川豆豉酿制技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""重庆市"", ""保护单位"": ""重庆市永川豆豉食品有限公司""}]"
豆豉酿制技艺（潼川豆豉酿制技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省三台县"", ""保护单位"": ""潼川农产品开发有限责任公司""}]"
腐乳酿造技艺（王致和腐乳酿造技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京市海淀区"", ""保护单位"": ""北京王致和食品有限公司""}]"
酱菜制作技艺（六必居酱菜制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京六必居食品有限公司"", ""保护单位"": ""北京六必居食品有限公司""}]"
榨菜传统制作技艺（涪陵榨菜传统制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""重庆市涪陵区"", ""保护单位"": ""重庆市涪陵辣妹子集团有限公司""}]"
传统面食制作技艺（龙须拉面和刀削面制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省全晋会馆"", ""保护单位"": ""山西全晋饮食文化有限公司""}]"
传统面食制作技艺（抿尖面和猫耳朵制作技艺）,传统技艺,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省晋韵楼"", ""保护单位"": ""太原清徐人家晋韵楼餐饮文化发展有限公司""}]"
