item_name,category_name,records_json
上党八音会,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""山西省晋城市"", ""保护单位"": ""晋城市文化馆（晋城市书画院、晋城市美术馆）""}]"
冀中笙管乐（屈家营音乐会）,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""河北省固安县"", ""保护单位"": ""固安县文物和非物质文化遗产所（固安县博物馆）""}]"
冀中笙管乐（高洛音乐会）,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""河北省涞水县"", ""保护单位"": ""涞水县文化馆""}]"
冀中笙管乐（高桥音乐会）,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""河北省霸州市"", ""保护单位"": ""霸州市文化馆""}]"
冀中笙管乐（胜芳音乐会）,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""河北省霸州市"", ""保护单位"": ""霸州市文化馆""}]"
冀中笙管乐（白庙村音乐会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""北京市大兴区"", ""保护单位"": ""北京市大兴区文化馆""}]"
冀中笙管乐（雄县古乐）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省雄县"", ""保护单位"": ""雄县文化馆""}]"
冀中笙管乐（小冯村音乐会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省固安县"", ""保护单位"": ""固安县文物和非物质文化遗产所（固安县博物馆）""}]"
冀中笙管乐（张庄音乐会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省霸州市"", ""保护单位"": ""霸州市文化馆""}]"
冀中笙管乐（军卢村音乐会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省廊坊市安次区"", ""保护单位"": ""安次区文化馆""}]"
冀中笙管乐（东张务音乐会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省廊坊市安次区"", ""保护单位"": ""安次区文化馆""}]"
冀中笙管乐（南响口梵呗音乐会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省廊坊市安次区"", ""保护单位"": ""安次区文化馆""}]"
冀中笙管乐（里东庄音乐老会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省文安县"", ""保护单位"": ""河北省文安县文化馆""}]"
冀中笙管乐（辛安庄民间音乐会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省任丘市"", ""保护单位"": ""任丘市文化馆""}]"
冀中笙管乐（安新县圈头村音乐会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省安新县"", ""保护单位"": ""安新县非物质文化遗产保护协会""}]"
冀中笙管乐（东韩村拾幡古乐）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省易县"", ""保护单位"": ""易县文化馆""}]"
冀中笙管乐（子位吹歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省定州市"", ""保护单位"": ""定州市文化馆""}]"
铜鼓十二调,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""贵州省镇宁布依族苗族自治县"", ""保护单位"": ""镇宁布依族苗族自治县文化馆""}, {""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""贵州省贞丰县"", ""保护单位"": ""贞丰县文化馆""}]"
西安鼓乐,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""陕西省"", ""保护单位"": ""陕西省艺术研究院""}]"
蓝田普化水会音乐,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""陕西省蓝田县"", ""保护单位"": ""蓝田县文化馆""}]"
回族民间器乐,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""宁夏回族自治区"", ""保护单位"": ""宁夏回族自治区文化馆（宁夏回族自治区非物质文化遗产保护中心、宁夏回族自治区展览馆）""}]"
文水鈲子,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""山西省文水县"", ""保护单位"": ""文水鈲子艺术研究协会""}]"
智化寺京音乐,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""北京市"", ""保护单位"": ""首都博物馆""}]"
五台山佛乐,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""山西省五台县"", ""保护单位"": ""五台县文化馆（五台县美术馆）""}]"
千山寺庙音乐,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""辽宁省鞍山市"", ""保护单位"": ""鞍山市文化旅游发展促进中心""}]"
苏州玄妙观道教音乐,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""江苏省苏州市"", ""保护单位"": ""苏州市道教协会""}]"
武当山宫观道乐,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""湖北省十堰市"", ""保护单位"": ""十堰市群众艺术馆""}]"
新疆维吾尔木卡姆艺术（十二木卡姆）,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""新疆维吾尔自治区"", ""保护单位"": ""新疆维吾尔自治区艺术研究所（新疆维吾尔自治区非物质文化遗产保护研究中心）""}]"
新疆维吾尔木卡姆艺术（吐鲁番木卡姆）,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""新疆维吾尔自治区鄯善县"", ""保护单位"": ""鄯善县文化馆""}]"
新疆维吾尔木卡姆艺术（哈密木卡姆）,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""新疆维吾尔自治区哈密地区"", ""保护单位"": ""哈密市非物质文化遗产保护中心""}]"
新疆维吾尔木卡姆艺术（刀郎木卡姆）,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""新疆维吾尔自治区麦盖提县"", ""保护单位"": ""麦盖提县文化馆""}]"
南音,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""福建省泉州市"", ""保护单位"": ""泉州市艺术馆（泉州市闽南文化生态保护中心、泉州市非物质文化遗产保护中心）""}, {""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""福建省厦门市"", ""保护单位"": ""厦门市南乐团""}]"
泉州北管,传统音乐,"[{""公布时间"": ""2006(第一批)"", ""申报地区或单位"": ""福建省泉州市"", ""保护单位"": ""泉港北管传承保护中心""}]"
陕北民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""陕西省榆林市"", ""保护单位"": ""榆林市公共文化服务中心（榆林市博物馆、榆林市图书馆、榆林市文化馆）""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""陕西省延安市"", ""保护单位"": ""延安市文化文艺中心（延安市群众艺术馆）""}]"
昌黎民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省昌黎县"", ""保护单位"": ""昌黎县文化馆""}]"
高邮民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省高邮市"", ""保护单位"": ""高邮市文化馆""}]"
五河民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省五河县"", ""保护单位"": ""五河县文化馆""}]"
大别山民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省六安市"", ""保护单位"": ""六安市文化馆（六安市文艺创作研究室）""}]"
徽州民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""安徽省黄山市"", ""保护单位"": ""黄山市非物质文化遗产保护中心""}]"
信阳民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省信阳市"", ""保护单位"": ""信阳市群众艺术馆（信阳市非物质文化遗产保护中心）""}]"
西坪民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省西峡县"", ""保护单位"": ""西峡县人民文化馆""}]"
马山民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省荆州市荆州区"", ""保护单位"": ""荆州市荆州区文化馆（荆州市荆州区非物质文化遗产保护中心、荆州市荆州区楚剧传承中心）""}]"
潜江民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省潜江市"", ""保护单位"": ""潜江市非物质文化遗产保护中心""}]"
吕家河民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省丹江口市"", ""保护单位"": ""丹江口市文化馆""}]"
秀山民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""重庆市秀山土家族苗族自治县"", ""保护单位"": ""秀山土家族苗族自治县文化馆""}]"
酉阳民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""重庆市酉阳土家族苗族自治县"", ""保护单位"": ""酉阳土家族苗族自治县文化馆（酉阳土家族苗族自治县文化生态保护中心、酉阳土家族苗族自治县非物质文化遗产保护中心）""}]"
镇巴民歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""陕西省镇巴县"", ""保护单位"": ""陕西省镇巴县文化馆""}]"
嘉善田歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省嘉善县"", ""保护单位"": ""嘉善县文化馆""}]"
南坪曲子,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省九寨沟县"", ""保护单位"": ""九寨沟县文化馆""}]"
茶山号子,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省辰溪县"", ""保护单位"": ""辰溪县文化馆""}]"
啰啰咚,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省监利县"", ""保护单位"": ""监利县文化馆""}]"
爬山调,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""内蒙古自治区呼和浩特市"", ""保护单位"": ""武川县文化馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""内蒙古自治区乌拉特前旗"", ""保护单位"": ""乌拉特前旗文化馆""}]"
漫瀚调,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""内蒙古自治区准格尔旗"", ""保护单位"": ""准格尔旗漫瀚调艺术研究所""}]"
惠东渔歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""广东省惠州市"", ""保护单位"": ""惠东县非物质文化遗产保护中心""}]"
海门山歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""江苏省海门市"", ""保护单位"": ""海门市文化馆""}]"
新化山歌,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省娄底市"", ""保护单位"": ""新化县梅山蚩尤文化研究发展中心""}]"
姚安坝子腔,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省姚安县"", ""保护单位"": ""姚安县非物质文化遗产保护中心（姚安县文化艺术团）""}]"
海洋号子（舟山渔民号子）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省岱山县"", ""保护单位"": ""岱山县文化馆（岱山县非物质文化遗产保护中心）""}]"
海洋号子（长岛渔号）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省长岛县"", ""保护单位"": ""长岛综合试验区文化文物服务中心""}]"
海洋号子（长海号子）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""辽宁省长海县"", ""保护单位"": ""长海县文化旅游体育事业服务中心""}]"
海洋号子（象山渔民号子）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省象山县"", ""保护单位"": ""象山县石浦文化馆""}]"
江河号子（黄河号子）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""黄河水利委员会河南黄河河务局"", ""保护单位"": ""河南省非物质文化遗产保护和智慧化中心""}]"
江河号子（长江峡江号子）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省宜昌市夷陵区"", ""保护单位"": ""宜昌市夷陵区文化馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省伍家岗区"", ""保护单位"": ""宜昌市伍家岗区文化馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省巴东县"", ""保护单位"": ""巴东县文化和旅游事业发展中心""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省秭归县"", ""保护单位"": ""秭归县文化馆（县非物质文化遗产保护中心）""}]"
江河号子（酉水船工号子）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省保靖县"", ""保护单位"": ""保靖县非物质文化遗产保护中心""}]"
码头号子（上海港码头号子）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""上海市浦东新区"", ""保护单位"": ""上海市浦东新区人民政府塘桥街道办事处""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""上海市杨浦区"", ""保护单位"": ""上海市杨浦区人民政府定海路街道办事处""}]"
森林号子（长白山森林号子）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""吉林省文学艺术界联合会民间文艺家协会"", ""保护单位"": ""白山市文化遗产保护中心（白山市博物馆）""}]"
森林号子（兴安岭森林号子）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""黑龙江省伊春市"", ""保护单位"": ""伊春市群众艺术馆（伊春市非物质文化遗产保护中心）""}]"
苗族民歌（湘西苗族民歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省吉首市"", ""保护单位"": ""吉首市非物质文化遗产保护中心""}]"
苗族民歌（苗族飞歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""贵州省雷山县"", ""保护单位"": ""雷山县非物质文化遗产保护中心""}, {""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""贵州省剑河县"", ""保护单位"": ""剑河县非物质文化遗产保护中心""}]"
苗族民歌,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""海南省琼中黎族苗族自治县"", ""保护单位"": ""琼中黎族苗族自治县文化馆""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""重庆市彭水苗族土家族自治县"", ""保护单位"": ""彭水苗族土家族自治县文化馆""}]"
瑶族民歌（花瑶呜哇山歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省隆回县"", ""保护单位"": ""隆回县非物质文化遗产保护中心""}]"
瑶族民歌,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""广东省乳源瑶族自治县"", ""保护单位"": ""乳源瑶族自治县非物质文化遗产保护中心（乳源瑶族自治县民族文化研究中心）""}]"
黎族民歌（琼中黎族民歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""海南省琼中黎族苗族自治县"", ""保护单位"": ""琼中黎族苗族自治县文化馆""}]"
布依族民歌（好花红调）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""贵州省惠水县"", ""保护单位"": ""惠水县文化遗产保护中心""}]"
彝族民歌（彝族酒歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省武定县"", ""保护单位"": ""武定县文化馆""}]"
彝族民歌（彝族山歌）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""贵州省盘县"", ""保护单位"": ""盘州市非物质文化遗产保护中心""}]"
布朗族民歌（布朗族弹唱）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省勐海县"", ""保护单位"": ""勐海县文化馆""}]"
藏族民歌（川西藏族山歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省甘孜藏族自治州"", ""保护单位"": ""甘孜藏族自治州文化馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省阿坝藏族羌族自治州"", ""保护单位"": ""阿坝藏族羌族自治州文化馆（阿坝藏族羌族自治州美术馆、阿坝州非物质文化遗产中心）""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省炉霍县"", ""保护单位"": ""炉霍县文化馆（炉霍县非物质文化遗产保护中心）""}]"
藏族民歌（玛达咪山歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省九龙县"", ""保护单位"": ""九龙县文化馆""}]"
藏族民歌（华锐藏族民歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""甘肃省天祝藏族自治县"", ""保护单位"": ""天祝藏族自治县藏语言文字指导中心""}]"
藏族民歌（甘南藏族民歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""甘肃省甘南藏族自治州"", ""保护单位"": ""甘南藏族自治州文化馆（甘南藏族自治州美术馆）""}]"
藏族民歌（玉树民歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""青海省玉树藏族自治州"", ""保护单位"": ""玉树藏族自治州文化馆""}]"
藏族民歌（藏族赶马调）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""四川省冕宁县"", ""保护单位"": ""冕宁县文化馆""}]"
藏族民歌（班戈昌鲁）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""西藏自治区班戈县"", ""保护单位"": ""西藏那曲市班戈县文化和旅游局""}]"
藏族民歌（藏族酒曲）,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""青海省海南藏族自治州"", ""保护单位"": ""海南藏族自治州文化馆（海南藏族自治州非物质文化遗产传承保护中心）""}]"
维吾尔族民歌（罗布淖尔维吾尔族民歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区尉犁县"", ""保护单位"": ""尉犁县文化馆""}]"
维吾尔族民歌,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""新疆维吾尔自治区伊宁市"", ""保护单位"": ""伊宁市文化馆""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""新疆维吾尔自治区库车县"", ""保护单位"": ""库车县文化馆""}]"
乌孜别克族埃希来、叶来,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区艺术研究所"", ""保护单位"": ""新疆维吾尔自治区艺术研究所（新疆维吾尔自治区非物质文化遗产保护研究中心）""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区伊犁哈萨克自治州"", ""保护单位"": ""伊犁哈萨克自治州文化艺术研究所""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区喀什地区"", ""保护单位"": ""喀什地区文化馆""}]"
回族宴席曲,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""青海省门源回族自治县"", ""保护单位"": ""门源回族自治县文化馆""}]"
琵琶艺术（瀛洲古调派）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""上海市崇明县"", ""保护单位"": ""上海市崇明区文化馆""}]"
琵琶艺术（浦东派）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""上海市南汇区"", ""保护单位"": ""上海市浦东新区文化艺术指导中心（上海市浦东新区群众文化艺术馆、上海市浦东新区电影发行放映管理站）""}]"
琵琶艺术（平湖派）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""浙江省平湖市"", ""保护单位"": ""平湖市非物质文化遗产保护管理中心""}]"
古筝艺术（山东古筝乐）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山东省菏泽市"", ""保护单位"": ""菏泽市文化馆""}]"
古筝艺术（中州筝派）,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河南省"", ""保护单位"": ""河南省文化艺术研究院""}]"
笙管乐（复州双管乐）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""辽宁省瓦房店市"", ""保护单位"": ""瓦房店市文化馆""}]"
笙管乐（建平十王会）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""辽宁省建平县"", ""保护单位"": ""建平县文旅体育和广播电视技术保障服务中心（建平县文物考古研究所）""}]"
笙管乐（超化吹歌）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省新密市"", ""保护单位"": ""新密市文化馆（新密市非物质文化遗产保护中心）""}]"
津门法鼓（挂甲寺庆音法鼓）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""天津市河西区"", ""保护单位"": ""天津市河西区文化馆（天津市河西区非物质文化遗产保护中心）""}]"
津门法鼓（杨家庄永音法鼓）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""天津市河西区"", ""保护单位"": ""天津市河西区文化馆（天津市河西区非物质文化遗产保护中心）""}]"
津门法鼓（刘园祥音法鼓）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""天津市北辰区"", ""保护单位"": ""天津市北辰区辰文故里非遗传承文化促进中心""}]"
津门法鼓（香塔音乐法鼓）,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""天津市西青区"", ""保护单位"": ""天津市西青区杨柳青镇拾肆街村村民委员会""}]"
锣鼓艺术（汉沽飞镲）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""天津市汉沽区"", ""保护单位"": ""天津市滨海新区文化馆""}]"
锣鼓艺术（常山战鼓）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河北省正定县"", ""保护单位"": ""正定县文化馆""}]"
锣鼓艺术（太原锣鼓）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""山西省太原市"", ""保护单位"": ""太原市文化馆（太原市文化旅游事业发展中心）""}]"
锣鼓艺术（泗泾十锦细锣鼓）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""上海市松江区"", ""保护单位"": ""上海市松江区泗泾镇社区党群服务中心（上海市松江区泗泾镇文化体育服务中心）""}]"
锣鼓艺术（大铜器）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省西平县"", ""保护单位"": ""西平县人民文化馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省郏县"", ""保护单位"": ""郏县文化馆""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河南省遂平县"", ""保护单位"": ""遂平县文化馆""}]"
锣鼓艺术（开封盘鼓）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""河南省开封市"", ""保护单位"": ""开封市文化馆""}]"
锣鼓艺术（宜昌堂调）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖北省宜昌市"", ""保护单位"": ""宜昌市群众艺术馆（宜昌市非物质文化遗产保护中心）""}]"
锣鼓艺术（韩城行鼓）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""陕西省韩城市"", ""保护单位"": ""韩城市文化馆""}]"
锣鼓艺术（云胜锣鼓）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山西省原平市"", ""保护单位"": ""原平云胜锣鼓艺术社""}]"
锣鼓艺术（中州大鼓）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""河南省新乡县"", ""保护单位"": ""新乡县文化馆""}]"
锣鼓艺术（鄂州牌子锣）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖北省鄂州市"", ""保护单位"": ""鄂州市群众艺术馆""}]"
锣鼓艺术（小河锣鼓）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""重庆市渝北区"", ""保护单位"": ""重庆市渝北区文化遗产保护中心""}]"
锣鼓艺术（软槌锣鼓）,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""山西省万荣县"", ""保护单位"": ""万荣县软槌锣鼓研究会""}]"
锣鼓艺术（花镲锣鼓）,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江西省丰城市"", ""保护单位"": ""丰城市博物馆""}]"
锣鼓艺术（老河口锣鼓架子）,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省老河口市"", ""保护单位"": ""老河口市群众艺术馆""}]"
锣鼓艺术（八音锣鼓）,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""广东省佛山市顺德区"", ""保护单位"": ""佛山市顺德区杏坛镇文化站""}]"
锣鼓艺术（临清驾鼓）,传统音乐,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""山东省聊城市临清市"", ""保护单位"": ""临清市文化馆""}]"
朝鲜族洞箫音乐,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""吉林省延吉市"", ""保护单位"": ""延吉市文化馆""}, {""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""吉林省珲春市"", ""保护单位"": ""珲春市文化馆""}]"
洞箫音乐（高陵洞箫）,传统音乐,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""陕西省高陵县"", ""保护单位"": ""西安市高陵区文化馆""}]"
土家族咚咚喹,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省龙山县"", ""保护单位"": ""龙山县非物质文化遗产保护中心""}]"
哈萨克六十二阔恩尔,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区伊犁哈萨克自治州"", ""保护单位"": ""伊犁哈萨克自治州歌舞团""}]"
维吾尔族鼓吹乐,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""新疆维吾尔自治区"", ""保护单位"": ""新疆维吾尔自治区艺术研究所（新疆维吾尔自治区非物质文化遗产保护研究中心）""}]"
洞经音乐（文昌洞经古乐）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""四川省梓潼县"", ""保护单位"": ""梓潼县文化馆""}]"
洞经音乐（妙善学女子洞经音乐）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""云南省通海县"", ""保护单位"": ""通海县文化馆（通海县非物质文化遗产保护中心）""}]"
洞经音乐（邛都洞经音乐）,传统音乐,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""四川省西昌市"", ""保护单位"": ""西昌市文化馆（西昌市美术馆）""}]"
芦笙音乐（侗族芦笙）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""湖南省通道侗族自治县"", ""保护单位"": ""通道侗族自治县文化遗产保护中心""}]"
芦笙音乐（苗族芒筒芦笙）,传统音乐,"[{""公布时间"": ""2008(第二批)"", ""申报地区或单位"": ""贵州省丹寨县"", ""保护单位"": ""丹寨县非物质文化遗产保护中心""}]"
